pedido_id,data_pedido,cliente_id,produto_id,quantidade,valor_unitario,desconto_pct,valor_total,status
1642,2025-03-13,448,24,1,361.41,0.0,361.41,Entregue
1643,2025-10-31,10,3,1,350.84,0.05,333.3,Entregue
1644,2025-12-22,231,13,1,154.87,0.0,154.87,Entregue
1645,2024-11-18,492,13,1,154.87,0.1,139.38,Em trânsito
1646,2025-10-06,275,8,1,195.91,0.0,195.91,Entregue
1647,2025-08-18,1,16,1,47.93,0.0,47.93,Entregue
1648,2025-03-10,377,9,1,148.2,0.15,125.97,Cancelado
1649,2025-12-11,358,7,1,50.46,0.0,50.46,Entregue
1650,2024-06-23,59,5,1,137.73,0.0,137.73,Em trânsito
1651,2024-04-10,426,20,1,61.4,0.0,61.4,Cancelado
1652,2025-10-23,37,4,1,301.5,0.0,301.5,Entregue
1653,2024-12-02,499,2,1,431.76,0.05,410.17,Entregue
1654,2025-10-19,288,20,1,61.4,0.0,61.4,Entregue
1655,2025-11-12,454,12,2,175.49,0.0,350.98,Entregue
1656,2024-02-28,487,10,1,167.45,0.0,167.45,Entregue
1657,2025-11-08,309,1,1,218.58,0.0,218.58,Entregue
1658,2024-12-07,498,20,1,61.4,0.0,61.4,Entregue
1659,2025-01-09,439,7,2,50.46,0.1,90.83,Cancelado
1660,2025-04-24,447,1,1,218.58,0.0,218.58,Entregue
1661,2025-11-27,121,6,2,68.08,0.0,136.16,Entregue
1662,2024-01-17,385,2,1,431.76,0.0,431.76,Cancelado
1663,2024-12-20,262,10,1,167.45,0.05,159.08,Entregue
1664,2025-06-13,39,1,1,218.58,0.15,185.79,Entregue
1665,2025-07-13,492,2,3,431.76,0.0,1295.28,Entregue
1666,2025-06-17,206,24,1,361.41,0.05,343.34,Entregue
1667,2024-05-01,382,19,1,78.99,0.0,78.99,Entregue
1668,2024-09-15,98,19,1,78.99,0.15,67.14,Entregue
1669,2024-10-26,185,16,1,47.93,0.05,45.53,Entregue
1670,2025-09-19,269,17,1,63.03,0.0,63.03,Entregue
1671,2024-08-29,203,6,1,68.08,0.0,68.08,Entregue
1672,2024-07-02,372,17,3,63.03,0.05,179.64,Entregue
1673,2025-12-11,319,21,1,570.07,0.0,570.07,Entregue
1674,2024-01-08,113,9,1,148.2,0.0,148.2,Em trânsito
1675,2025-12-30,162,15,1,57.27,0.0,57.27,Em trânsito
1676,2025-06-04,134,23,1,298.32,0.0,298.32,Entregue
1677,2025-10-07,415,13,2,154.87,0.05,294.25,Cancelado
1678,2024-09-11,355,24,1,361.41,0.1,325.27,Em trânsito
1679,2024-01-13,242,17,1,63.03,0.0,63.03,Entregue
1680,2025-07-26,462,5,1,137.73,0.0,137.73,Cancelado
1681,2025-10-10,470,11,1,33.09,0.0,33.09,Cancelado
1682,2025-07-28,390,3,1,350.84,0.0,350.84,Entregue
1683,2024-05-07,394,23,1,298.32,0.15,253.57,Entregue
1684,2025-08-08,48,16,1,47.93,0.05,45.53,Entregue
1685,2025-08-21,377,16,1,47.93,0.0,47.93,Entregue
1686,2025-05-20,27,20,2,61.4,0.0,122.8,Cancelado
1687,2025-08-19,407,19,1,78.99,0.0,78.99,Entregue
1688,2025-10-18,131,16,1,47.93,0.0,47.93,Entregue
1689,2025-04-14,197,14,1,61.85,0.0,61.85,Entregue
1690,2024-03-23,247,24,1,361.41,0.0,361.41,Cancelado
1691,2024-12-25,217,18,1,90.59,0.05,86.06,Entregue
1692,2024-03-13,316,17,1,63.03,0.0,63.03,Em trânsito
1693,2024-11-18,391,17,1,63.03,0.0,63.03,Entregue
1694,2024-11-18,399,22,1,168.57,0.0,168.57,Entregue
1695,2024-03-03,430,5,1,137.73,0.0,137.73,Entregue
1696,2024-10-19,304,6,1,68.08,0.05,64.68,Cancelado
1697,2024-04-11,413,23,1,298.32,0.0,298.32,Entregue
1698,2025-09-22,197,10,1,167.45,0.15,142.33,Entregue
1699,2025-12-07,420,16,2,47.93,0.0,95.86,Entregue
1700,2024-03-08,328,5,1,137.73,0.0,137.73,Entregue
1701,2025-12-10,338,13,1,154.87,0.0,154.87,Em trânsito
1702,2025-01-20,444,4,2,301.5,0.0,603.0,Entregue
1703,2024-09-15,283,16,2,47.93,0.1,86.27,Entregue
1704,2024-03-12,253,19,1,78.99,0.15,67.14,Cancelado
1705,2025-01-01,108,4,1,301.5,0.0,301.5,Em trânsito
1706,2025-09-11,30,5,1,137.73,0.0,137.73,Entregue
1707,2025-06-29,194,18,1,90.59,0.0,90.59,Entregue
1708,2024-02-16,499,8,1,195.91,0.0,195.91,Entregue
1709,2024-03-09,152,3,1,350.84,0.0,350.84,Entregue
1710,2024-11-16,249,21,1,570.07,0.0,570.07,Em trânsito
1711,2024-09-11,72,14,3,61.85,0.0,185.55,Entregue
1712,2024-07-21,256,1,1,218.58,0.0,218.58,Em trânsito
1713,2024-08-31,326,8,2,195.91,0.0,391.82,Entregue
1714,2025-09-18,450,14,1,61.85,0.0,61.85,Entregue
1715,2025-11-28,263,7,2,50.46,0.0,100.92,Cancelado
1716,2024-11-17,89,9,1,148.2,0.0,148.2,Cancelado
1717,2025-11-18,126,12,1,175.49,0.0,175.49,Entregue
1718,2024-10-02,464,15,1,57.27,0.0,57.27,Entregue
1719,2024-12-20,58,2,3,431.76,0.1,1165.75,Cancelado
1720,2024-07-15,474,25,2,437.66,0.15,744.02,Entregue
1721,2025-05-06,162,10,2,167.45,0.0,334.9,Entregue
1722,2025-12-22,396,18,1,90.59,0.0,90.59,Entregue
1723,2025-04-05,343,16,1,47.93,0.0,47.93,Entregue
1724,2024-10-25,441,5,2,137.73,0.0,275.46,Entregue
1725,2025-05-12,340,17,1,63.03,0.0,63.03,Em trânsito
1726,2024-04-21,148,18,3,90.59,0.0,271.77,Em trânsito
1727,2025-11-10,495,1,1,218.58,0.0,218.58,Cancelado
1728,2025-01-03,159,5,1,137.73,0.0,137.73,Cancelado
1729,2024-12-07,365,14,2,61.85,0.0,123.7,Entregue
1730,2025-03-21,57,16,1,47.93,0.0,47.93,Entregue
1731,2025-04-23,327,16,2,47.93,0.0,95.86,Entregue
1732,2024-03-08,370,22,2,168.57,0.0,337.14,Cancelado
1733,2025-06-08,320,24,2,361.41,0.0,722.82,Entregue
1734,2024-07-29,3,16,2,47.93,0.0,95.86,Em trânsito
1735,2025-07-05,411,16,1,47.93,0.0,47.93,Entregue
1736,2025-10-03,82,20,2,61.4,0.0,122.8,Cancelado
1737,2025-09-19,65,5,1,137.73,0.0,137.73,Cancelado
1738,2025-02-18,398,1,1,218.58,0.0,218.58,Entregue
1739,2025-01-18,307,25,1,437.66,0.0,437.66,Entregue
1740,2024-05-07,389,9,1,148.2,0.1,133.38,Entregue
1741,2025-08-27,281,1,1,218.58,0.1,196.72,Cancelado
1742,2024-08-23,418,1,1,218.58,0.0,218.58,Em trânsito
1743,2024-12-30,226,10,1,167.45,0.0,167.45,Entregue
1744,2024-09-03,344,12,1,175.49,0.0,175.49,Em trânsito
1745,2024-04-30,210,8,1,195.91,0.0,195.91,Entregue
1746,2025-04-27,125,6,1,68.08,0.0,68.08,Cancelado
1747,2024-02-20,54,15,3,57.27,0.0,171.81,Entregue
1748,2025-08-04,452,6,1,68.08,0.0,68.08,Cancelado
1749,2024-09-29,248,6,1,68.08,0.0,68.08,Em trânsito
1750,2024-01-01,240,9,1,148.2,0.0,148.2,Entregue
1751,2025-01-10,485,1,1,218.58,0.0,218.58,Entregue
1752,2024-02-13,140,24,1,361.41,0.0,361.41,Em trânsito
1753,2024-08-27,436,10,1,167.45,0.0,167.45,Entregue
1754,2025-06-29,157,7,1,50.46,0.0,50.46,Em trânsito
1755,2024-02-29,2,1,2,218.58,0.0,437.16,Entregue
1756,2025-10-14,241,23,1,298.32,0.0,298.32,Em trânsito
1757,2024-01-04,81,18,2,90.59,0.0,181.18,Entregue
1758,2024-08-03,70,21,1,570.07,0.0,570.07,Entregue
1759,2025-07-29,303,1,1,218.58,0.0,218.58,Entregue
1760,2024-09-28,50,2,1,431.76,0.0,431.76,Entregue
1761,2024-04-03,398,1,1,218.58,0.0,218.58,Entregue
1762,2024-10-27,97,7,1,50.46,0.05,47.94,Entregue
1763,2024-08-22,371,3,1,350.84,0.0,350.84,Entregue
1764,2025-10-16,327,13,1,154.87,0.0,154.87,Entregue
1765,2024-09-26,11,7,2,50.46,0.0,100.92,Entregue
1766,2025-09-07,112,24,2,361.41,0.1,650.54,Cancelado
1767,2025-11-12,104,4,1,301.5,0.0,301.5,Entregue
1768,2024-11-30,224,9,1,148.2,0.0,148.2,Em trânsito
1769,2025-11-20,174,17,1,63.03,0.0,63.03,Cancelado
1770,2024-11-05,321,18,1,90.59,0.0,90.59,Cancelado
1771,2025-12-14,187,16,1,47.93,0.0,47.93,Entregue
1772,2024-03-23,189,16,1,47.93,0.15,40.74,Entregue
1773,2025-06-12,169,15,1,57.27,0.0,57.27,Entregue
1774,2024-12-28,181,17,1,63.03,0.0,63.03,Cancelado
1775,2024-11-09,233,23,1,298.32,0.0,298.32,Entregue
1776,2025-04-30,254,18,1,90.59,0.0,90.59,Entregue
1777,2025-06-26,62,15,1,57.27,0.1,51.54,Em trânsito
1778,2024-01-04,264,10,2,167.45,0.0,334.9,Entregue
1779,2024-05-26,460,21,1,570.07,0.0,570.07,Entregue
1780,2025-07-04,147,15,1,57.27,0.0,57.27,Entregue
1781,2025-05-26,89,5,1,137.73,0.0,137.73,Em trânsito
1782,2025-12-15,225,6,1,68.08,0.05,64.68,Entregue
1783,2025-08-15,399,16,2,47.93,0.0,95.86,Entregue
1784,2025-12-08,354,13,1,154.87,0.0,154.87,Entregue
1785,2025-06-25,136,25,2,437.66,0.0,875.32,Cancelado
1786,2024-09-14,484,3,1,350.84,0.05,333.3,Entregue
1787,2024-04-06,396,17,1,63.03,0.0,63.03,Entregue
1788,2025-09-01,441,21,1,570.07,0.0,570.07,Cancelado
1789,2025-05-09,147,13,1,154.87,0.0,154.87,Entregue
1790,2024-02-14,142,8,1,195.91,0.0,195.91,Entregue
1791,2024-10-27,367,8,1,195.91,0.05,186.11,Entregue
1792,2025-12-11,433,11,1,33.09,0.05,31.44,Entregue
1793,2024-12-31,65,11,1,33.09,0.0,33.09,Entregue
1794,2024-11-29,467,7,1,50.46,0.0,50.46,Entregue
1795,2024-12-11,416,15,1,57.27,0.0,57.27,Cancelado
1796,2024-06-30,142,9,1,148.2,0.0,148.2,Cancelado
1797,2024-11-01,86,12,1,175.49,0.0,175.49,Entregue
1798,2024-11-02,318,22,1,168.57,0.0,168.57,Entregue
1799,2024-02-18,358,1,2,218.58,0.0,437.16,Entregue
1800,2025-08-20,320,3,1,350.84,0.0,350.84,Entregue
1801,2024-11-22,491,5,2,137.73,0.0,275.46,Entregue
1802,2025-10-03,470,21,1,570.07,0.1,513.06,Entregue
1803,2025-10-21,284,4,1,301.5,0.0,301.5,Entregue
1804,2024-07-03,261,5,2,137.73,0.05,261.69,Entregue
1805,2025-05-19,265,16,2,47.93,0.0,95.86,Entregue
1806,2024-12-18,421,22,1,168.57,0.05,160.14,Entregue
1807,2025-11-06,51,14,1,61.85,0.1,55.66,Em trânsito
1808,2024-07-06,325,17,2,63.03,0.0,126.06,Em trânsito
1809,2025-06-04,327,11,1,33.09,0.05,31.44,Entregue
1810,2025-04-09,171,6,1,68.08,0.0,68.08,Em trânsito
1811,2024-09-11,254,11,1,33.09,0.15,28.13,Entregue
1812,2024-05-02,357,10,1,167.45,0.05,159.08,Entregue
1813,2025-05-15,285,8,1,195.91,0.0,195.91,Entregue
1814,2025-07-27,133,20,1,61.4,0.0,61.4,Entregue
1815,2024-09-27,5,11,1,33.09,0.05,31.44,Entregue
1816,2025-05-09,142,16,1,47.93,0.15,40.74,Entregue
1817,2024-11-13,410,10,1,167.45,0.0,167.45,Entregue
1818,2025-07-04,324,12,1,175.49,0.0,175.49,Entregue
1819,2024-06-22,374,9,1,148.2,0.0,148.2,Entregue
1820,2025-11-11,268,25,1,437.66,0.0,437.66,Entregue
1821,2024-09-05,27,6,2,68.08,0.0,136.16,Entregue
1822,2024-11-01,23,22,1,168.57,0.05,160.14,Entregue
1823,2024-02-24,286,12,1,175.49,0.0,175.49,Entregue
1824,2024-04-11,451,24,2,361.41,0.0,722.82,Entregue
1825,2025-01-14,124,11,2,33.09,0.15,56.25,Entregue
1826,2024-08-20,278,11,1,33.09,0.15,28.13,Entregue
1827,2025-10-11,344,15,3,57.27,0.0,171.81,Entregue
1828,2024-01-14,279,19,1,78.99,0.0,78.99,Entregue
1829,2024-11-06,80,15,1,57.27,0.0,57.27,Entregue
1830,2024-10-12,300,21,1,570.07,0.0,570.07,Entregue
1831,2024-01-18,297,16,1,47.93,0.0,47.93,Entregue
1832,2024-04-22,360,16,1,47.93,0.0,47.93,Cancelado
1833,2024-11-21,442,10,1,167.45,0.0,167.45,Em trânsito
1834,2024-12-28,483,7,1,50.46,0.0,50.46,Entregue
1835,2024-11-17,468,24,1,361.41,0.05,343.34,Entregue
1836,2025-01-28,455,18,1,90.59,0.0,90.59,Entregue
1837,2025-03-29,461,16,3,47.93,0.1,129.41,Cancelado
1838,2024-01-09,304,1,2,218.58,0.05,415.3,Em trânsito
1839,2024-12-14,189,5,1,137.73,0.0,137.73,Entregue
1840,2025-12-14,323,3,1,350.84,0.0,350.84,Entregue
1841,2025-01-17,490,22,1,168.57,0.0,168.57,Cancelado
1842,2025-06-04,9,21,1,570.07,0.0,570.07,Entregue
1843,2024-09-24,191,18,2,90.59,0.0,181.18,Entregue
1844,2025-08-26,481,16,1,47.93,0.0,47.93,Cancelado
1845,2025-08-25,221,6,1,68.08,0.0,68.08,Entregue
1846,2025-01-19,342,4,1,301.5,0.05,286.42,Entregue
1847,2025-12-20,383,25,1,437.66,0.0,437.66,Entregue
1848,2024-04-23,308,21,1,570.07,0.0,570.07,Entregue
1849,2024-01-16,194,24,1,361.41,0.0,361.41,Entregue
1850,2025-08-22,420,1,3,218.58,0.1,590.17,Entregue
1851,2025-09-21,36,13,1,154.87,0.1,139.38,Entregue
1852,2024-04-19,390,7,1,50.46,0.0,50.46,Em trânsito
1853,2024-08-18,281,9,1,148.2,0.0,148.2,Cancelado
1854,2024-01-16,450,18,1,90.59,0.0,90.59,Entregue
1855,2024-09-10,104,8,1,195.91,0.0,195.91,Entregue
1856,2025-08-25,45,19,1,78.99,0.1,71.09,Entregue
1857,2025-01-16,178,5,1,137.73,0.0,137.73,Entregue
1858,2024-10-19,280,1,1,218.58,0.0,218.58,Entregue
1859,2024-11-02,225,13,2,154.87,0.0,309.74,Entregue
1860,2024-01-02,437,13,1,154.87,0.0,154.87,Entregue
1861,2024-09-15,185,25,2,437.66,0.0,875.32,Entregue
1862,2025-05-10,28,14,1,61.85,0.1,55.66,Entregue
1863,2025-12-19,476,18,2,90.59,0.0,181.18,Entregue
1864,2025-10-19,54,15,1,57.27,0.0,57.27,Entregue
1865,2024-01-21,468,25,1,437.66,0.0,437.66,Entregue
1866,2025-11-15,55,16,2,47.93,0.1,86.27,Cancelado
1867,2025-09-02,499,25,1,437.66,0.0,437.66,Entregue
1868,2025-08-31,259,12,2,175.49,0.05,333.43,Entregue
1869,2024-12-11,281,14,1,61.85,0.0,61.85,Entregue
1870,2024-11-14,30,4,1,301.5,0.0,301.5,Cancelado
1871,2024-09-17,54,19,1,78.99,0.1,71.09,Cancelado
1872,2024-03-02,121,10,1,167.45,0.0,167.45,Entregue
1873,2024-07-17,164,5,1,137.73,0.0,137.73,Entregue
1874,2024-08-02,237,10,2,167.45,0.0,334.9,Entregue
1875,2024-12-24,472,23,1,298.32,0.0,298.32,Entregue
1876,2025-08-03,3,11,1,33.09,0.0,33.09,Entregue
1877,2024-12-19,376,23,2,298.32,0.0,596.64,Entregue
1878,2024-02-24,329,20,3,61.4,0.05,174.99,Cancelado
1879,2025-12-12,416,7,2,50.46,0.0,100.92,Entregue
1880,2025-12-04,479,20,1,61.4,0.0,61.4,Entregue
1881,2025-09-04,297,6,2,68.08,0.0,136.16,Em trânsito
1882,2025-12-27,215,13,2,154.87,0.1,278.77,Cancelado
1883,2025-02-10,482,1,2,218.58,0.0,437.16,Entregue
1884,2025-12-14,169,4,1,301.5,0.0,301.5,Entregue
1885,2024-03-11,448,25,1,437.66,0.05,415.78,Em trânsito
1886,2024-10-30,102,14,1,61.85,0.0,61.85,Em trânsito
1887,2024-07-15,400,6,1,68.08,0.05,64.68,Entregue
1888,2024-06-19,248,8,1,195.91,0.0,195.91,Entregue
1889,2024-05-06,475,4,1,301.5,0.0,301.5,Entregue
1890,2025-04-21,323,3,2,350.84,0.0,701.68,Em trânsito
1891,2025-09-01,381,12,1,175.49,0.0,175.49,Entregue
1892,2025-03-14,378,25,1,437.66,0.0,437.66,Entregue
1893,2024-05-11,123,19,1,78.99,0.1,71.09,Entregue
1894,2025-09-24,228,14,1,61.85,0.05,58.76,Entregue
1895,2025-05-02,4,14,1,61.85,0.0,61.85,Cancelado
1896,2024-11-10,147,23,1,298.32,0.1,268.49,Entregue
1897,2025-06-01,449,25,2,437.66,0.05,831.55,Entregue
1898,2024-08-13,262,17,1,63.03,0.1,56.73,Entregue
1899,2024-10-17,487,25,1,437.66,0.0,437.66,Entregue
1900,2025-11-23,329,15,2,57.27,0.0,114.54,Entregue
1901,2024-09-08,266,15,1,57.27,0.05,54.41,Cancelado
1902,2024-12-17,481,1,3,218.58,0.0,655.74,Entregue
1903,2025-11-11,314,16,3,47.93,0.0,143.79,Entregue
1904,2025-06-29,40,3,1,350.84,0.0,350.84,Cancelado
1905,2024-02-28,158,14,1,61.85,0.1,55.66,Entregue
1906,2024-05-11,91,13,1,154.87,0.1,139.38,Entregue
1907,2024-01-07,169,7,1,50.46,0.0,50.46,Entregue
1908,2025-04-28,359,23,3,298.32,0.0,894.96,Em trânsito
1909,2024-12-06,451,22,1,168.57,0.0,168.57,Cancelado
1910,2024-04-30,166,13,2,154.87,0.1,278.77,Em trânsito
1911,2025-12-12,158,4,1,301.5,0.0,301.5,Entregue
1912,2025-01-26,496,15,1,57.27,0.15,48.68,Cancelado
1913,2024-07-29,67,16,1,47.93,0.05,45.53,Entregue
1914,2025-01-01,26,10,1,167.45,0.0,167.45,Em trânsito
1915,2025-06-06,500,21,1,570.07,0.05,541.57,Em trânsito
1916,2024-03-12,180,15,2,57.27,0.0,114.54,Entregue
1917,2024-08-26,304,3,1,350.84,0.0,350.84,Entregue
1918,2025-09-21,94,16,3,47.93,0.0,143.79,Em trânsito
1919,2024-12-12,91,13,2,154.87,0.0,309.74,Entregue
1920,2025-02-12,125,25,3,437.66,0.0,1312.98,Entregue
1921,2024-11-30,127,9,1,148.2,0.15,125.97,Entregue
1922,2024-02-10,134,3,1,350.84,0.0,350.84,Entregue
1923,2024-05-25,399,22,1,168.57,0.0,168.57,Entregue
1924,2024-12-05,291,25,3,437.66,0.0,1312.98,Entregue
1925,2024-06-30,318,21,1,570.07,0.0,570.07,Em trânsito
1926,2024-02-16,299,24,1,361.41,0.15,307.2,Em trânsito
1927,2025-10-16,357,1,1,218.58,0.0,218.58,Entregue
1928,2025-12-23,170,21,1,570.07,0.0,570.07,Entregue
1929,2025-09-10,467,1,1,218.58,0.0,218.58,Entregue
1930,2025-10-23,313,9,1,148.2,0.0,148.2,Entregue
1931,2024-07-29,446,22,1,168.57,0.0,168.57,Entregue
1932,2025-12-13,101,14,2,61.85,0.0,123.7,Entregue
1933,2024-06-20,361,24,1,361.41,0.0,361.41,Cancelado
1934,2025-12-08,232,7,2,50.46,0.0,100.92,Em trânsito
1935,2025-12-29,342,21,1,570.07,0.0,570.07,Entregue
1936,2025-07-03,460,14,1,61.85,0.0,61.85,Entregue
1937,2025-12-23,301,16,2,47.93,0.0,95.86,Entregue
1938,2025-03-06,463,25,1,437.66,0.05,415.78,Entregue
1939,2024-08-13,140,17,1,63.03,0.05,59.88,Entregue
1940,2024-12-01,355,14,1,61.85,0.1,55.66,Entregue
1941,2025-03-28,445,19,2,78.99,0.15,134.28,Entregue
1942,2024-03-09,208,21,3,570.07,0.0,1710.21,Entregue
1943,2025-04-21,43,5,1,137.73,0.0,137.73,Entregue
1944,2025-12-23,262,11,1,33.09,0.0,33.09,Cancelado
1945,2024-06-14,109,17,1,63.03,0.05,59.88,Entregue
1946,2025-09-10,186,21,2,570.07,0.0,1140.14,Em trânsito
1947,2025-11-19,66,6,1,68.08,0.0,68.08,Entregue
1948,2025-12-05,494,17,1,63.03,0.0,63.03,Entregue
1949,2025-12-13,196,19,2,78.99,0.0,157.98,Em trânsito
1950,2025-01-19,298,7,1,50.46,0.1,45.41,Em trânsito
1951,2025-12-21,446,15,1,57.27,0.0,57.27,Cancelado
1952,2025-08-12,217,16,1,47.93,0.0,47.93,Entregue
1953,2024-05-22,361,12,1,175.49,0.0,175.49,Entregue
1954,2024-12-20,343,6,1,68.08,0.0,68.08,Entregue
1955,2025-07-09,389,20,2,61.4,0.0,122.8,Entregue
1956,2024-08-03,116,23,1,298.32,0.0,298.32,Entregue
1957,2025-05-06,364,14,1,61.85,0.0,61.85,Cancelado
1958,2025-05-26,340,16,3,47.93,0.1,129.41,Entregue
1959,2024-05-23,373,19,1,78.99,0.0,78.99,Entregue
1960,2025-03-02,259,13,3,154.87,0.0,464.61,Entregue
1961,2025-08-24,498,18,1,90.59,0.0,90.59,Entregue
1962,2024-12-31,257,5,1,137.73,0.0,137.73,Em trânsito
1963,2024-01-11,439,9,2,148.2,0.0,296.4,Entregue
1964,2024-01-09,52,19,1,78.99,0.0,78.99,Cancelado
1965,2024-10-25,187,11,1,33.09,0.0,33.09,Entregue
1966,2025-11-27,448,3,1,350.84,0.05,333.3,Entregue
1967,2024-07-18,86,5,2,137.73,0.0,275.46,Entregue
1968,2025-05-01,39,2,1,431.76,0.0,431.76,Entregue
1969,2024-07-12,297,11,2,33.09,0.0,66.18,Em trânsito
1970,2024-10-02,450,7,1,50.46,0.0,50.46,Em trânsito
1971,2025-10-19,221,18,1,90.59,0.0,90.59,Entregue
1972,2025-07-18,332,4,1,301.5,0.0,301.5,Em trânsito
1973,2024-03-29,469,9,1,148.2,0.0,148.2,Em trânsito
1974,2024-11-28,202,17,1,63.03,0.0,63.03,Cancelado
1975,2024-01-26,70,20,1,61.4,0.0,61.4,Entregue
1976,2024-12-22,147,18,2,90.59,0.0,181.18,Entregue
1977,2025-05-23,141,9,1,148.2,0.0,148.2,Cancelado
1978,2024-04-17,414,21,2,570.07,0.0,1140.14,Entregue
1979,2024-09-06,143,5,1,137.73,0.0,137.73,Entregue
1980,2024-11-14,397,24,1,361.41,0.0,361.41,Em trânsito
1981,2025-11-24,351,1,1,218.58,0.15,185.79,Entregue
1982,2025-12-28,458,2,1,431.76,0.0,431.76,Entregue
1983,2024-02-11,12,16,2,47.93,0.05,91.07,Cancelado
1984,2025-08-15,122,6,1,68.08,0.0,68.08,Entregue
1985,2024-11-02,385,16,1,47.93,0.0,47.93,Entregue
1986,2024-11-12,418,3,1,350.84,0.0,350.84,Entregue
1987,2025-08-09,26,1,1,218.58,0.1,196.72,Entregue
1988,2025-11-23,48,5,1,137.73,0.0,137.73,Entregue
1989,2025-12-08,200,24,1,361.41,0.0,361.41,Entregue
1990,2025-03-13,138,22,1,168.57,0.0,168.57,Entregue
1991,2024-10-25,236,18,1,90.59,0.15,77.0,Entregue
1992,2025-09-06,437,13,1,154.87,0.0,154.87,Cancelado
1993,2024-08-06,409,4,1,301.5,0.0,301.5,Entregue
1994,2025-03-01,306,13,1,154.87,0.1,139.38,Entregue
1995,2024-10-26,177,11,1,33.09,0.05,31.44,Entregue
1996,2025-05-19,210,4,2,301.5,0.05,572.85,Entregue
1997,2024-07-28,462,16,1,47.93,0.0,47.93,Em trânsito
1998,2024-06-16,140,19,1,78.99,0.0,78.99,Entregue
1999,2025-11-23,365,16,1,47.93,0.0,47.93,Entregue
2000,2024-04-03,43,6,1,68.08,0.0,68.08,Cancelado
2001,2025-01-05,333,24,1,361.41,0.0,361.41,Entregue
2002,2024-07-11,306,25,3,437.66,0.0,1312.98,Em trânsito
2003,2024-02-05,216,3,1,350.84,0.0,350.84,Entregue
2004,2024-02-02,389,5,2,137.73,0.05,261.69,Em trânsito
2005,2024-06-02,475,12,2,175.49,0.0,350.98,Entregue
2006,2025-10-31,444,25,1,437.66,0.0,437.66,Entregue
2007,2024-09-01,473,12,1,175.49,0.0,175.49,Cancelado
2008,2025-12-08,336,13,1,154.87,0.0,154.87,Entregue
2009,2025-03-17,420,17,1,63.03,0.0,63.03,Em trânsito
2010,2024-12-01,447,16,1,47.93,0.0,47.93,Entregue
2011,2025-03-16,106,4,1,301.5,0.15,256.27,Entregue
2012,2025-01-15,264,18,1,90.59,0.05,86.06,Entregue
2013,2025-08-13,290,7,1,50.46,0.0,50.46,Em trânsito
2014,2024-09-01,239,21,1,570.07,0.0,570.07,Cancelado
2015,2024-10-22,471,5,1,137.73,0.0,137.73,Entregue
2016,2025-11-13,37,21,1,570.07,0.0,570.07,Entregue
2017,2025-12-06,456,17,2,63.03,0.0,126.06,Em trânsito
2018,2025-11-12,97,11,1,33.09,0.1,29.78,Em trânsito
2019,2024-11-24,84,14,1,61.85,0.05,58.76,Entregue
2020,2025-08-31,88,8,1,195.91,0.0,195.91,Entregue
2021,2024-12-20,266,25,1,437.66,0.0,437.66,Entregue
2022,2024-12-30,241,21,2,570.07,0.0,1140.14,Entregue
2023,2024-06-27,327,9,1,148.2,0.1,133.38,Cancelado
2024,2025-03-25,477,3,1,350.84,0.0,350.84,Entregue
2025,2024-06-11,473,21,1,570.07,0.0,570.07,Entregue
2026,2024-10-08,122,5,1,137.73,0.0,137.73,Entregue
2027,2025-10-24,475,23,1,298.32,0.0,298.32,Entregue
2028,2024-06-29,79,21,1,570.07,0.05,541.57,Em trânsito
2029,2024-03-07,349,20,1,61.4,0.0,61.4,Em trânsito
2030,2024-03-05,494,6,2,68.08,0.0,136.16,Entregue
2031,2025-12-03,456,12,1,175.49,0.0,175.49,Entregue
2032,2025-01-06,31,18,1,90.59,0.0,90.59,Em trânsito
2033,2024-11-19,305,14,1,61.85,0.0,61.85,Entregue
2034,2025-09-24,292,17,1,63.03,0.0,63.03,Entregue
2035,2025-10-11,322,12,1,175.49,0.0,175.49,Entregue
2036,2024-10-09,214,6,1,68.08,0.0,68.08,Em trânsito
2037,2025-06-18,211,9,1,148.2,0.0,148.2,Entregue
2038,2025-08-23,299,9,1,148.2,0.1,133.38,Entregue
2039,2025-05-17,480,18,1,90.59,0.0,90.59,Entregue
2040,2024-05-14,324,17,3,63.03,0.05,179.64,Cancelado
2041,2025-11-04,405,20,3,61.4,0.1,165.78,Entregue
2042,2025-02-04,199,21,2,570.07,0.0,1140.14,Em trânsito
2043,2024-09-01,315,11,1,33.09,0.0,33.09,Cancelado
2044,2024-11-26,294,22,1,168.57,0.15,143.28,Entregue
2045,2024-02-03,408,2,1,431.76,0.0,431.76,Cancelado
2046,2024-04-25,377,9,1,148.2,0.0,148.2,Cancelado
2047,2025-08-19,84,19,1,78.99,0.0,78.99,Entregue
2048,2024-01-01,261,6,1,68.08,0.0,68.08,Entregue
2049,2024-11-22,36,22,1,168.57,0.0,168.57,Entregue
2050,2025-01-20,65,1,1,218.58,0.0,218.58,Cancelado
2051,2024-02-21,37,23,1,298.32,0.0,298.32,Entregue
2052,2025-12-19,456,17,1,63.03,0.1,56.73,Entregue
2053,2024-07-15,164,25,1,437.66,0.05,415.78,Em trânsito
2054,2024-09-18,390,22,1,168.57,0.0,168.57,Entregue
2055,2024-09-18,376,20,1,61.4,0.05,58.33,Em trânsito
2056,2024-07-19,360,13,1,154.87,0.0,154.87,Em trânsito
2057,2024-01-02,377,14,2,61.85,0.15,105.14,Cancelado
